CENTRAL POLLUTION CONTROL BOARD,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
22-11-2017 00:00,23-11-2017 00:00,202.1,,,,,,
23-11-2017 00:00,24-11-2017 00:00,215.42,,,,,,
24-11-2017 00:00,25-11-2017 00:00,197.96,,,,,,
25-11-2017 00:00,26-11-2017 00:00,223.35,,,,,,
26-11-2017 00:00,27-11-2017 00:00,235.27,,,,,,
27-11-2017 00:00,28-11-2017 00:00,203.23,,,,,,
28-11-2017 00:00,29-11-2017 00:00,220.78,,,,,,
29-11-2017 00:00,30-11-2017 00:00,230.74,,,,,,
30-11-2017 00:00,01-12-2017 00:00,223.46,,,,,,
01-12-2017 00:00,02-12-2017 00:00,237.73,,,,,,
02-12-2017 00:00,03-12-2017 00:00,322.18,,,,,,
03-12-2017 00:00,04-12-2017 00:00,346.42,,,,,,
04-12-2017 00:00,05-12-2017 00:00,326.3,,,,,,
05-12-2017 00:00,06-12-2017 00:00,348.59,,,,,,
06-12-2017 00:00,07-12-2017 00:00,290.6,,,,,,
07-12-2017 00:00,08-12-2017 00:00,327.92,,,,,,
08-12-2017 00:00,09-12-2017 00:00,201.94,,,,,,
09-12-2017 00:00,10-12-2017 00:00,222.54,,,,,,
10-12-2017 00:00,11-12-2017 00:00,230.2,,,,,,
11-12-2017 00:00,12-12-2017 00:00,222.78,,,,,,
12-12-2017 00:00,13-12-2017 00:00,320.96,,,,,,
13-12-2017 00:00,14-12-2017 00:00,228.35,,,,,,
14-12-2017 00:00,15-12-2017 00:00,161.02,,,,,,
15-12-2017 00:00,16-12-2017 00:00,171.05,,,,,,
16-12-2017 00:00,17-12-2017 00:00,157.63,,,,,,
17-12-2017 00:00,18-12-2017 00:00,168.09,,,,,,
18-12-2017 00:00,19-12-2017 00:00,200.75,,,,,,
19-12-2017 00:00,20-12-2017 00:00,299.59,,,,,,
20-12-2017 00:00,21-12-2017 00:00,391.28,,,,,,
21-12-2017 00:00,22-12-2017 00:00,427.69,,,,,,
22-12-2017 00:00,23-12-2017 00:00,363.56,,,,,,
23-12-2017 00:00,24-12-2017 00:00,243.97,,,,,,
24-12-2017 00:00,25-12-2017 00:00,235.6,,,,,,
25-12-2017 00:00,26-12-2017 00:00,289.27,,,,,,
26-12-2017 00:00,27-12-2017 00:00,381.92,,,,,,
27-12-2017 00:00,28-12-2017 00:00,352.1,,,,,,
28-12-2017 00:00,29-12-2017 00:00,365.68,,,,,,
29-12-2017 00:00,30-12-2017 00:00,342.77,,,,,,
30-12-2017 00:00,31-12-2017 00:00,216.1,,,,,,
31-12-2017 00:00,01-01-2018 00:00,220.02,,,,,,
01-01-2018 00:00,02-01-2018 00:00,191,,,,,,
02-01-2018 00:00,03-01-2018 00:00,153.79,,,,,,
03-01-2018 00:00,04-01-2018 00:00,158.71,,,,,,
04-01-2018 00:00,05-01-2018 00:00,147.46,,,,,,
05-01-2018 00:00,06-01-2018 00:00,106.96,,,,,,
06-01-2018 00:00,07-01-2018 00:00,168.65,,,,,,
07-01-2018 00:00,08-01-2018 00:00,53.53,,,,,,
08-01-2018 00:00,09-01-2018 00:00,87.7,,,,,,
09-01-2018 00:00,10-01-2018 00:00,143.35,,,,,,
10-01-2018 00:00,11-01-2018 00:00,176.83,,,,,,
11-01-2018 00:00,12-01-2018 00:00,163.44,,,,,,
12-01-2018 00:00,13-01-2018 00:00,122.92,,,,,,
13-01-2018 00:00,14-01-2018 00:00,222.92,,,,,,
14-01-2018 00:00,15-01-2018 00:00,371.06,,,,,,
15-01-2018 00:00,16-01-2018 00:00,288.81,,,,,,
16-01-2018 00:00,17-01-2018 00:00,211.04,,,,,,
17-01-2018 00:00,18-01-2018 00:00,284.4,,,,,,
18-01-2018 00:00,19-01-2018 00:00,281.72,,,,,,
19-01-2018 00:00,20-01-2018 00:00,241.9,,,,,,
20-01-2018 00:00,21-01-2018 00:00,91.43,,,,,,
21-01-2018 00:00,22-01-2018 00:00,66.26,,,,,,
22-01-2018 00:00,23-01-2018 00:00,75.77,,,,,,
23-01-2018 00:00,24-01-2018 00:00,114.15,,,,,,
24-01-2018 00:00,25-01-2018 00:00,46.98,,,,,,
25-01-2018 00:00,26-01-2018 00:00,65.08,,,,,,
26-01-2018 00:00,27-01-2018 00:00,60.22,,,,,,
27-01-2018 00:00,28-01-2018 00:00,64.82,,,,,,
28-01-2018 00:00,29-01-2018 00:00,132,,,,,,
29-01-2018 00:00,30-01-2018 00:00,109.14,,,,,,
30-01-2018 00:00,31-01-2018 00:00,67.42,,,,,,
31-01-2018 00:00,01-02-2018 00:00,62.15,,,,,,
01-02-2018 00:00,02-02-2018 00:00,63.32,,,,,,
02-02-2018 00:00,03-02-2018 00:00,74.73,,,,,,
03-02-2018 00:00,04-02-2018 00:00,105.64,,,,,,
04-02-2018 00:00,05-02-2018 00:00,105.44,,,,,,
05-02-2018 00:00,06-02-2018 00:00,70.39,,,,,,
06-02-2018 00:00,07-02-2018 00:00,85.58,,,,,,
07-02-2018 00:00,08-02-2018 00:00,68.15,,,,,,
08-02-2018 00:00,09-02-2018 00:00,97.15,,,,,,
09-02-2018 00:00,10-02-2018 00:00,105.5,,,,,,
10-02-2018 00:00,11-02-2018 00:00,105.52,,,,,,
11-02-2018 00:00,12-02-2018 00:00,146.58,,,,,,
12-02-2018 00:00,13-02-2018 00:00,124.84,,,,,,
13-02-2018 00:00,14-02-2018 00:00,126.08,,,,,,
14-02-2018 00:00,15-02-2018 00:00,135.26,,,,,,
15-02-2018 00:00,16-02-2018 00:00,85.21,,,,,,
16-02-2018 00:00,17-02-2018 00:00,133.73,,,,,,
17-02-2018 00:00,18-02-2018 00:00,125.82,,,,,,
18-02-2018 00:00,19-02-2018 00:00,128.68,,,,,,
19-02-2018 00:00,20-02-2018 00:00,196.12,,,,,,
20-02-2018 00:00,21-02-2018 00:00,135.33,,,,,,
21-02-2018 00:00,22-02-2018 00:00,170.91,,,,,,
22-02-2018 00:00,23-02-2018 00:00,170.25,,,,,,
23-02-2018 00:00,24-02-2018 00:00,152.79,,,,,,
24-02-2018 00:00,25-02-2018 00:00,165,,,,,,
25-02-2018 00:00,26-02-2018 00:00,190.77,,,,,,
26-02-2018 00:00,27-02-2018 00:00,198.32,,,,,,
27-02-2018 00:00,28-02-2018 00:00,111.15,,,,,,
28-02-2018 00:00,01-03-2018 00:00,165.89,,,,,,
01-03-2018 00:00,02-03-2018 00:00,155.05,,,,,,
02-03-2018 00:00,03-03-2018 00:00,236.21,,,,,,
03-03-2018 00:00,04-03-2018 00:00,87.58,,,,,,
04-03-2018 00:00,05-03-2018 00:00,81.78,,,,,,
05-03-2018 00:00,06-03-2018 00:00,90.29,,,,,,
06-03-2018 00:00,07-03-2018 00:00,70.04,,,,,,
07-03-2018 00:00,08-03-2018 00:00,83.96,,,,,,
08-03-2018 00:00,09-03-2018 00:00,115.76,,,,,,
09-03-2018 00:00,10-03-2018 00:00,112.88,,,,,,
10-03-2018 00:00,11-03-2018 00:00,86.05,,,,,,
11-03-2018 00:00,12-03-2018 00:00,84.11,,,,,,
12-03-2018 00:00,13-03-2018 00:00,96.9,,,,,,
13-03-2018 00:00,14-03-2018 00:00,83.29,,,,,,
14-03-2018 00:00,15-03-2018 00:00,150.57,,,,,,
15-03-2018 00:00,16-03-2018 00:00,145.06,,,,,,
16-03-2018 00:00,17-03-2018 00:00,96.43,,,,,,
17-03-2018 00:00,18-03-2018 00:00,78.9,,,,,,
18-03-2018 00:00,19-03-2018 00:00,97.7,,,,,,
19-03-2018 00:00,20-03-2018 00:00,106.88,,,,,,
20-03-2018 00:00,21-03-2018 00:00,128.02,,,,,,
21-03-2018 00:00,22-03-2018 00:00,100.16,,,,,,
22-03-2018 00:00,23-03-2018 00:00,115.1,,,,,,
23-03-2018 00:00,24-03-2018 00:00,105.17,,,,,,
24-03-2018 00:00,25-03-2018 00:00,99.38,,,,,,
25-03-2018 00:00,26-03-2018 00:00,101.09,,,,,,
26-03-2018 00:00,27-03-2018 00:00,83.68,,,,,,
27-03-2018 00:00,28-03-2018 00:00,108.18,,,,,,
28-03-2018 00:00,29-03-2018 00:00,122.45,,,,,,
29-03-2018 00:00,30-03-2018 00:00,140.62,,,,,,
30-03-2018 00:00,31-03-2018 00:00,80.68,,,,,,
31-03-2018 00:00,01-04-2018 00:00,50.23,,,,,,
01-04-2018 00:00,02-04-2018 00:00,63.15,,,,,,
02-04-2018 00:00,03-04-2018 00:00,75.58,,,,,,
03-04-2018 00:00,04-04-2018 00:00,83.49,,,,,,
04-04-2018 00:00,05-04-2018 00:00,84.42,,,,,,
05-04-2018 00:00,06-04-2018 00:00,47.82,,,,,,
06-04-2018 00:00,07-04-2018 00:00,63.53,,,,,,
07-04-2018 00:00,08-04-2018 00:00,65.34,,,,,,
08-04-2018 00:00,09-04-2018 00:00,42.14,,,,,,
09-04-2018 00:00,10-04-2018 00:00,52.53,,,,,,
10-04-2018 00:00,11-04-2018 00:00,50.76,,,,,,
11-04-2018 00:00,12-04-2018 00:00,77.35,,,,,,
12-04-2018 00:00,13-04-2018 00:00,52,,,,,,
13-04-2018 00:00,14-04-2018 00:00,None,,,,,,
14-04-2018 00:00,15-04-2018 00:00,66.43,,,,,,
15-04-2018 00:00,16-04-2018 00:00,None,,,,,,
16-04-2018 00:00,17-04-2018 00:00,None,,,,,,
17-04-2018 00:00,18-04-2018 00:00,None,,,,,,
18-04-2018 00:00,19-04-2018 00:00,None,,,,,,
19-04-2018 00:00,20-04-2018 00:00,None,,,,,,
20-04-2018 00:00,21-04-2018 00:00,None,,,,,,
21-04-2018 00:00,22-04-2018 00:00,None,,,,,,
22-04-2018 00:00,23-04-2018 00:00,None,,,,,,
23-04-2018 00:00,24-04-2018 00:00,57.36,,,,,,
24-04-2018 00:00,25-04-2018 00:00,106.61,,,,,,
25-04-2018 00:00,26-04-2018 00:00,135.43,,,,,,
26-04-2018 00:00,27-04-2018 00:00,124.33,,,,,,
27-04-2018 00:00,28-04-2018 00:00,64.7,,,,,,
28-04-2018 00:00,29-04-2018 00:00,66.93,,,,,,
29-04-2018 00:00,30-04-2018 00:00,66.88,,,,,,
30-04-2018 00:00,01-05-2018 00:00,39.41,,,,,,
01-05-2018 00:00,02-05-2018 00:00,48.24,,,,,,
02-05-2018 00:00,03-05-2018 00:00,74.02,,,,,,
03-05-2018 00:00,04-05-2018 00:00,44.32,,,,,,
04-05-2018 00:00,05-05-2018 00:00,69.58,,,,,,
05-05-2018 00:00,06-05-2018 00:00,71.29,,,,,,
06-05-2018 00:00,07-05-2018 00:00,94.4,,,,,,
07-05-2018 00:00,08-05-2018 00:00,94.91,,,,,,
08-05-2018 00:00,09-05-2018 00:00,97.24,,,,,,
09-05-2018 00:00,10-05-2018 00:00,58.68,,,,,,
10-05-2018 00:00,11-05-2018 00:00,88.3,,,,,,
11-05-2018 00:00,12-05-2018 00:00,103.43,,,,,,
12-05-2018 00:00,13-05-2018 00:00,85.02,,,,,,
13-05-2018 00:00,14-05-2018 00:00,69.09,,,,,,
14-05-2018 00:00,15-05-2018 00:00,49.23,,,,,,
15-05-2018 00:00,16-05-2018 00:00,67.89,,,,,,
16-05-2018 00:00,17-05-2018 00:00,70.38,,,,,,
17-05-2018 00:00,18-05-2018 00:00,77.35,,,,,,
18-05-2018 00:00,19-05-2018 00:00,86.34,,,,,,
19-05-2018 00:00,20-05-2018 00:00,95,,,,,,
20-05-2018 00:00,21-05-2018 00:00,75.72,,,,,,
21-05-2018 00:00,22-05-2018 00:00,110.06,,,,,,
22-05-2018 00:00,23-05-2018 00:00,96.84,,,,,,
23-05-2018 00:00,24-05-2018 00:00,83.23,,,,,,
24-05-2018 00:00,25-05-2018 00:00,86.9,,,,,,
25-05-2018 00:00,26-05-2018 00:00,82.84,,,,,,
26-05-2018 00:00,27-05-2018 00:00,121.66,,,,,,
27-05-2018 00:00,28-05-2018 00:00,113.81,,,,,,
28-05-2018 00:00,29-05-2018 00:00,85.35,,,,,,
29-05-2018 00:00,30-05-2018 00:00,92.89,,,,,,
30-05-2018 00:00,31-05-2018 00:00,57.49,,,,,,
31-05-2018 00:00,01-06-2018 00:00,78.21,,,,,,
01-06-2018 00:00,02-06-2018 00:00,61.11,,,,,,
02-06-2018 00:00,03-06-2018 00:00,71.74,,,,,,
03-06-2018 00:00,04-06-2018 00:00,81.47,,,,,,
04-06-2018 00:00,05-06-2018 00:00,82.36,,,,,,
05-06-2018 00:00,06-06-2018 00:00,80.21,,,,,,
06-06-2018 00:00,07-06-2018 00:00,93.66,,,,,,
07-06-2018 00:00,08-06-2018 00:00,106.54,,,,,,
08-06-2018 00:00,09-06-2018 00:00,80.59,,,,,,
09-06-2018 00:00,10-06-2018 00:00,71.35,,,,,,
10-06-2018 00:00,11-06-2018 00:00,84.05,,,,,,
11-06-2018 00:00,12-06-2018 00:00,73.82,,,,,,
12-06-2018 00:00,13-06-2018 00:00,93.38,,,,,,
13-06-2018 00:00,14-06-2018 00:00,80.45,,,,,,
14-06-2018 00:00,15-06-2018 00:00,102.3,,,,,,
15-06-2018 00:00,16-06-2018 00:00,83.92,,,,,,
16-06-2018 00:00,17-06-2018 00:00,75.29,,,,,,
17-06-2018 00:00,18-06-2018 00:00,52.96,,,,,,
18-06-2018 00:00,19-06-2018 00:00,46.68,,,,,,
19-06-2018 00:00,20-06-2018 00:00,64.83,,,,,,
20-06-2018 00:00,21-06-2018 00:00,71.72,,,,,,
21-06-2018 00:00,22-06-2018 00:00,73.15,,,,,,
22-06-2018 00:00,23-06-2018 00:00,59.39,,,,,,
23-06-2018 00:00,24-06-2018 00:00,46.08,,,,,,
24-06-2018 00:00,25-06-2018 00:00,54.21,,,,,,
25-06-2018 00:00,26-06-2018 00:00,48.75,,,,,,
26-06-2018 00:00,27-06-2018 00:00,50.8,,,,,,
27-06-2018 00:00,28-06-2018 00:00,45.72,,,,,,
28-06-2018 00:00,29-06-2018 00:00,32.06,,,,,,
29-06-2018 00:00,30-06-2018 00:00,48.74,,,,,,
30-06-2018 00:00,01-07-2018 00:00,59.81,,,,,,
01-07-2018 00:00,02-07-2018 00:00,54.5,,,,,,
02-07-2018 00:00,03-07-2018 00:00,46.19,,,,,,
03-07-2018 00:00,04-07-2018 00:00,34.14,,,,,,
04-07-2018 00:00,05-07-2018 00:00,23.95,,,,,,
05-07-2018 00:00,06-07-2018 00:00,34.49,,,,,,
06-07-2018 00:00,07-07-2018 00:00,42.29,,,,,,
07-07-2018 00:00,08-07-2018 00:00,62.67,,,,,,
08-07-2018 00:00,09-07-2018 00:00,47.77,,,,,,
09-07-2018 00:00,10-07-2018 00:00,30.84,,,,,,
10-07-2018 00:00,11-07-2018 00:00,34.76,,,,,,
11-07-2018 00:00,12-07-2018 00:00,37.6,,,,,,
12-07-2018 00:00,13-07-2018 00:00,35.25,,,,,,
13-07-2018 00:00,14-07-2018 00:00,32.34,,,,,,
14-07-2018 00:00,15-07-2018 00:00,30.6,,,,,,
15-07-2018 00:00,16-07-2018 00:00,33.95,,,,,,
16-07-2018 00:00,17-07-2018 00:00,28.69,,,,,,
17-07-2018 00:00,18-07-2018 00:00,27.36,,,,,,
18-07-2018 00:00,19-07-2018 00:00,34.36,,,,,,
19-07-2018 00:00,20-07-2018 00:00,40.67,,,,,,
20-07-2018 00:00,21-07-2018 00:00,33.33,,,,,,
21-07-2018 00:00,22-07-2018 00:00,21.29,,,,,,
22-07-2018 00:00,23-07-2018 00:00,23.07,,,,,,
23-07-2018 00:00,24-07-2018 00:00,22.96,,,,,,
24-07-2018 00:00,25-07-2018 00:00,18.72,,,,,,
25-07-2018 00:00,26-07-2018 00:00,30.26,,,,,,
26-07-2018 00:00,27-07-2018 00:00,22.79,,,,,,
27-07-2018 00:00,28-07-2018 00:00,68.59,,,,,,
28-07-2018 00:00,29-07-2018 00:00,63.67,,,,,,
29-07-2018 00:00,30-07-2018 00:00,67.7,,,,,,
30-07-2018 00:00,31-07-2018 00:00,13.29,,,,,,
31-07-2018 00:00,01-08-2018 00:00,23.23,,,,,,
01-08-2018 00:00,02-08-2018 00:00,35.42,,,,,,
02-08-2018 00:00,03-08-2018 00:00,68.34,,,,,,
03-08-2018 00:00,04-08-2018 00:00,44.33,,,,,,
04-08-2018 00:00,05-08-2018 00:00,40.67,,,,,,
05-08-2018 00:00,06-08-2018 00:00,77.6,,,,,,
06-08-2018 00:00,07-08-2018 00:00,70.87,,,,,,
07-08-2018 00:00,08-08-2018 00:00,40.12,,,,,,
08-08-2018 00:00,09-08-2018 00:00,25.24,,,,,,
09-08-2018 00:00,10-08-2018 00:00,40.41,,,,,,
10-08-2018 00:00,11-08-2018 00:00,67.27,,,,,,
11-08-2018 00:00,12-08-2018 00:00,63.45,,,,,,
12-08-2018 00:00,13-08-2018 00:00,43.89,,,,,,
13-08-2018 00:00,14-08-2018 00:00,43.84,,,,,,
14-08-2018 00:00,15-08-2018 00:00,41.51,,,,,,
15-08-2018 00:00,16-08-2018 00:00,28.76,,,,,,
16-08-2018 00:00,17-08-2018 00:00,28.59,,,,,,
17-08-2018 00:00,18-08-2018 00:00,34.41,,,,,,
18-08-2018 00:00,19-08-2018 00:00,38.16,,,,,,
19-08-2018 00:00,20-08-2018 00:00,38.12,,,,,,
20-08-2018 00:00,21-08-2018 00:00,27.01,,,,,,
21-08-2018 00:00,22-08-2018 00:00,31.56,,,,,,
22-08-2018 00:00,23-08-2018 00:00,36.2,,,,,,
23-08-2018 00:00,24-08-2018 00:00,35.88,,,,,,
24-08-2018 00:00,25-08-2018 00:00,23.71,,,,,,
25-08-2018 00:00,26-08-2018 00:00,24.52,,,,,,
26-08-2018 00:00,27-08-2018 00:00,22.8,,,,,,
27-08-2018 00:00,28-08-2018 00:00,32.54,,,,,,
28-08-2018 00:00,29-08-2018 00:00,29.14,,,,,,
29-08-2018 00:00,30-08-2018 00:00,37.3,,,,,,
30-08-2018 00:00,31-08-2018 00:00,42.19,,,,,,
31-08-2018 00:00,01-09-2018 00:00,31.74,,,,,,
01-09-2018 00:00,02-09-2018 00:00,26.29,,,,,,
02-09-2018 00:00,03-09-2018 00:00,31.05,,,,,,
03-09-2018 00:00,04-09-2018 00:00,26.25,,,,,,
04-09-2018 00:00,05-09-2018 00:00,33.89,,,,,,
05-09-2018 00:00,06-09-2018 00:00,39.96,,,,,,
06-09-2018 00:00,07-09-2018 00:00,31.44,,,,,,
07-09-2018 00:00,08-09-2018 00:00,34.95,,,,,,
08-09-2018 00:00,09-09-2018 00:00,47.6,,,,,,
09-09-2018 00:00,10-09-2018 00:00,59.35,,,,,,
10-09-2018 00:00,11-09-2018 00:00,56.95,,,,,,
11-09-2018 00:00,12-09-2018 00:00,50.65,,,,,,
12-09-2018 00:00,13-09-2018 00:00,40.71,,,,,,
13-09-2018 00:00,14-09-2018 00:00,42.22,,,,,,
14-09-2018 00:00,15-09-2018 00:00,44.06,,,,,,
15-09-2018 00:00,16-09-2018 00:00,68.3,,,,,,
16-09-2018 00:00,17-09-2018 00:00,80.85,,,,,,
17-09-2018 00:00,18-09-2018 00:00,69.8,,,,,,
18-09-2018 00:00,19-09-2018 00:00,63.69,,,,,,
19-09-2018 00:00,20-09-2018 00:00,70.24,,,,,,
20-09-2018 00:00,21-09-2018 00:00,52.14,,,,,,
21-09-2018 00:00,22-09-2018 00:00,23.09,,,,,,
22-09-2018 00:00,23-09-2018 00:00,41.09,,,,,,
23-09-2018 00:00,24-09-2018 00:00,68.57,,,,,,
24-09-2018 00:00,25-09-2018 00:00,69.21,,,,,,
25-09-2018 00:00,26-09-2018 00:00,54.61,,,,,,
26-09-2018 00:00,27-09-2018 00:00,51.2,,,,,,
27-09-2018 00:00,28-09-2018 00:00,71.17,,,,,,
28-09-2018 00:00,29-09-2018 00:00,82.79,,,,,,
29-09-2018 00:00,30-09-2018 00:00,97.36,,,,,,
30-09-2018 00:00,01-10-2018 00:00,74.79,,,,,,
01-10-2018 00:00,02-10-2018 00:00,73.85,,,,,,
02-10-2018 00:00,03-10-2018 00:00,91.21,,,,,,
03-10-2018 00:00,04-10-2018 00:00,74.12,,,,,,
04-10-2018 00:00,05-10-2018 00:00,90.19,,,,,,
05-10-2018 00:00,06-10-2018 00:00,86.61,,,,,,
06-10-2018 00:00,07-10-2018 00:00,100.58,,,,,,
07-10-2018 00:00,08-10-2018 00:00,113.1,,,,,,
08-10-2018 00:00,09-10-2018 00:00,105.37,,,,,,
09-10-2018 00:00,10-10-2018 00:00,105.82,,,,,,
10-10-2018 00:00,11-10-2018 00:00,100.78,,,,,,
11-10-2018 00:00,12-10-2018 00:00,89.33,,,,,,
12-10-2018 00:00,13-10-2018 00:00,36.46,,,,,,
13-10-2018 00:00,14-10-2018 00:00,70.57,,,,,,
14-10-2018 00:00,15-10-2018 00:00,95.42,,,,,,
15-10-2018 00:00,16-10-2018 00:00,125.55,,,,,,
16-10-2018 00:00,17-10-2018 00:00,130.16,,,,,,
17-10-2018 00:00,18-10-2018 00:00,124.4,,,,,,
18-10-2018 00:00,19-10-2018 00:00,112.1,,,,,,
19-10-2018 00:00,20-10-2018 00:00,98.75,,,,,,
20-10-2018 00:00,21-10-2018 00:00,119.34,,,,,,
21-10-2018 00:00,22-10-2018 00:00,141.1,,,,,,
22-10-2018 00:00,23-10-2018 00:00,95.8,,,,,,
23-10-2018 00:00,24-10-2018 00:00,94.76,,,,,,
24-10-2018 00:00,25-10-2018 00:00,106.33,,,,,,
